Museum,Specimen _Number,Species,Subspecies,Clade,Sex,Elevation,Body Mass (g),Body _Length _(mm),Head _Length _(mm),Bill Length (mm),Bill Width1 (mm),Bill Width2 (mm),Bill Width3 (mm),Bill Depth1 (mm),Bill Depth2 (mm),Bill Depth3 (mm),Proximal Bill Cross-Sectional_ Area (mm2),Mid-Length Bill Cross-Sectional Area (mm2),Distal Bill Cross-Sectional Area (mm2),Wing Length (mm),Primary 1 (mm),Primary 2 (mm),Primary 3 (mm),Primary 4 (mm),Primary 5 (mm),Primary 6 (mm),Primary 7 (mm),Primary 8 (mm),Primary 9 (mm),Width of Primary 1,Width of Primary 9,Tibiotarsus Width (mm),Tarsometatarsus Length (mm),Tarsometatarsus Width (mm),Digit 1 (mm),Digit 2 (mm),Digit 3 (mm),Digit 4 (mm),Ungual 1 (mm),Ungual 2 (mm),Ungual 3 (mm),Ungual 4 (mm),Central rectrix (mm),Lateral Retrices,Isometric Size Index,Wing Pointedness Index,Wing Convexity Index,Country,State/Province,Region,Locality,Preparation,Latitute (o South),Longitude (o West),Elevation1,Prin1 2,Prin2 2,Prin3 2,Prin4 2,Prin5 2,Species,Museum,Specimen_Number,D15N,D13C,Prct_Nitrogen,Prct_Carbon,C_N_Ratio, ?18O,Species,Museum,Specimen_Number,Isotope_Samp_ID,dDa,[H]a,,dDb,[H]b,Mean_dD
AMNH,810762,excelsior,,Large,H P,,,225,52.02,22.56,5.92,3.47,1.16,5.84,4.98,0.89,108.6136545,54.28860601,3.243380256,106.61,66.26,80.93,82.23,82.95,74.51,70.76,68.16,65.34,63.41,7.14,13.06,2.59,37.53,2.13,26.07,21.75,30.68,22.01,12.09,6.23,8.3,6.23,79.24,67.43,-0.787437154,0.855231259,0.383441158,Ecuador,,,Cerro Antisano-Arribo,Skin: Whole,-0.481,-78.14,4115,7.062895254,1.733415592,-0.476288525,-1.267803553,0.796519745,exc,AMNH,810762,6.012482400,-20.442119600,13.907570800,44.917806900,3.229737784,4.524685,exc,AMNH,810762,Exc A810762a,-97.731,5.2922614,Exc A810762b,-94.998,5.1506546,-96.365
AMNH,810764,excelsior,,Large,m g,,,228,49.54,22.13,5.25,3.17,1.42,6.11,4.96,1.98,100.7744383,49.39588961,8.832901905,116.75,66.35,88.32,89.26,87.55,85.34,77.85,70.15,68.95,68.78,8.11,11.46,2.48,33.52,1.77,25.58,22.97,29.37,20.57,11.15,6.95,10.11,6.74,88.39,80.76,-0.681355631,1.034776945,1.341386069,Ecuador,,,Cerro Antisano-Arribo,Skin: Whole,-0.481,-78.14,4115,7.46260237,1.658352137,-0.066354057,-0.015266446,-0.843935238,exc,AMNH,810764,6.685020000,-20.477612000,13.443632000,44.115988100,3.281552790,5.08992,exc,AMNH,810764,Exc A810764a,-103.739,5.1606987,Exc A810764b,-93.56,4.9326956,-98.650
AMNH,814047,excelsior,,Large,female,4000M,65,211,50.49,22,5.82,3.07,1.31,6.08,4.56,1.08,111.167141,43.97978388,4.444725286,113.66,60.02,79.95,81.48,81.11,80.23,72.87,65.79,60.61,57.64,7.63,13.07,2.49,29.06,2.09,27.16,19.28,29.09,19.44,14.04,6.78,9.07,7.23,84.2,70.86,-0.819891287,1.095459841,1.756630597,Columbia,Caldas,Manizales Co.,24 mi. road from Manizales to Libano,Skin: Whole,5.067,-75.518,4000,6.425881663,3.818127779,-0.425633784,-0.3719254,-0.185219468,exc,AMNH,814047,5.470048800,-21.098729000,14.389693100,46.420923100,3.225984236,-0.87934,exc,AMNH,814047,Exc A814047a,-103.237,5.4784782,Exc A814047b,-101.04,3.9502802,-102.139
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exc-f112022,8.1,-21.0,14.2,45.6,3.3,,,,,,,,,,,
FMNH,51023,excelsior,,Large,m,12700f,,200,48.3,19.78,4.98,2.99,1.11,5.55,4.32,1.79,86.83047935,40.57932399,6.242030443,107.49,69.64,82.28,83.01,82,80.53,76.6,70.89,66.59,63.39,8.37,12.03,2.41,32.33,1.86,24.98,19.52,29.59,20.86,12.28,6.56,8.32,7.12,85.38,69.44,-0.731972185,0.924712972,0.254281594,Colombia,Risaralda,,Santa Isabel,,4.717,-75.101,3871,5.545963002,1.671527123,-0.427815213,-1.473775481,0.503635068,,,exc-f51023,8.5,-21.5,14.4,46.2,3.3,,,,,,,,,,,
FMNH,51024,excelsior,,Large,f,12700f,,216,49.46,20.31,5.93,3.09,1.23,6.61,5.15,1.72,123.1419497,49.99373469,6.646353418,106.88,69.14,81.94,83.22,82,80.39,74.52,71.44,69.4,64.91,7.66,12.5,2.94,32.25,2.07,26.5,19.72,28.72,21.92,12.34,7.27,9.64,6.84,81.71,68.88,-0.729169368,1.026995066,-0.027702463,Colombia,Risaralda,,Santa Isabel,,4.717,-75.101,3871,7.236498258,2.051501296,-0.668643464,-2.040571368,0.997198965,,,,,,,,,,,,,,,,,,,
FMNH,54110,excelsior,,Large,,,,198,50.76,20.12,5.68,3.36,1.76,5.98,4.81,1.49,106.7085927,50.77316383,8.238512575,106.91,73.18,83.93,87.4,86.66,85.43,80.33,74.04,69.24,67.08,8.28,13.23,2.33,32.13,1.98,24.53,19.6,27.95,20.6,11.69,6.14,7.38,6.33,81.59,72.21,-0.659122232,0.947055515,0.359940322,Ecuador,Pichincha,,Pichincha,,-0.147,-78.838,3962,5.233497892,1.223722326,-0.24990317,-1.13797923,0.441040516,,,exc-f54110,4.9,-21.0,14.2,46.3,3.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exc-f57247,7.0,-21.0,14.4,46.5,3.3,,,,,,,,,,,
FMNH,57248,excelsior,,Large,m,13000f,,203,51.61,20.93,5.35,2.96,1.27,5.7,4.61,1.64,95.80286797,42.86891671,6.543309179,108.56,67.13,79.82,79.21,79.21,70.55,66.88,61.14,57.96,56.76,8.48,10.52,2.75,33.24,1.76,24.9,15.95,25.84,21.96,13.07,5.88,8.43,5.95,85.12,72.65,-0.872532949,0.283131146,0.722503448,Ecuador,Pichincha,,Pichincha,,-0.147,-78.838,3962,4.990206814,2.59634708,0.555503075,-0.739128728,-0.022274129,,,exc-f57248,5.0,-22.0,14.6,47.1,3.3,,,,,,,,,,,
FMNH,99562,excelsior,,Large,f,,,216,53.49,21.1,5.86,2.74,1.19,5.4,4.27,1.49,99.41255793,36.75600573,5.570357934,110.6,64.02,78.5,79.64,79.52,64.46,67.64,64.03,61.51,55.95,8.21,12.26,3.07,32.58,1.66,25.65,21.7,29.79,22.53,12.72,6.13,8.52,7.32,83.72,71.15,-0.877206448,0.631729977,0.165322221,Ecuador,Tungurahua,,"Llanganate, Paramos de Jaramillo",,-1.2,-78.433,4129,6.868422378,1.982613361,-0.059949263,-1.565009708,0.344118059,,,exc-f99562,5.8,-21.4,14.2,45.8,3.3,,,,,,,,,,,
FMNH,99563,excelsior,,Large,m,,,210,47.21,14.8,5.34,2.73,1.25,5.28,4.68,1.42,88.57783319,40.13824438,5.57632696,106.21,65.92,77.23,79.35,78.94,74.76,68.75,55.4,58.08,56.21,8.32,10.52,2.42,32.38,1.83,23,16.69,25.39,20.13,10.63,7.14,7.91,6.33,79.29,70.61,-0.886501931,0.331388247,1.338679455,Ecuador,Tungurahua,,Llanganate,,-1.2,-78.433,4129,3.276728819,1.908280551,0.474510992,0.147278269,-0.19328854,,,exc-f99563,7.1,-21.0,14.7,46.4,3.2,,,,,,,,,,,
FMNH,99564,excelsior,,Large,m,,,235,51.84,20.08,5.46,2.96,1.39,5.68,4.77,1.55,97.42958465,44.35677499,6.768561372,119.26,66.42,85.48,86.54,85.65,83.01,59.45,62.15,61.67,61.63,7.77,13.3,2.61,33.38,1.89,26.64,19.01,29.89,21.33,12.56,6.37,8.8,7.25,89.26,77.91,-0.803299425,0.266114011,1.669715078,Ecuador,Tungurahua,,"Llanganate, Paramos de Jaramillo",,-1.2,-78.433,4129,6.573297322,3.282476423,0.822628225,0.381571588,-0.696682265,,,exc-f99564,5.7,-21.5,14.2,46.4,3.3,,,,,,,,,,,
FMNH,252663,excelsior,,Large,f,13500f,,218,50.93,20.41,5.98,2.88,1.41,6.47,5.1,1.37,121.5501047,46.1437129,6.068614529,109.4,67.71,82.2,82.98,82.24,83.11,78.01,71.27,67.1,64.46,7.55,14.57,2.23,32.53,1.88,24.44,18.44,26.52,18.32,12.01,6.31,9.17,6.63,82.19,72.82,-0.725292741,1.102574376,0.524142963,Ecuador,Napo,,"Hacienda Antisana, 5 mi S Antisana Peak",,-0.481,-78.14,4115,5.489511062,1.517241495,-0.558188513,-1.237521496,0.259681747,,,exc-f252663,6.0,-21.1,14.4,46.9,3.3,,,,,,,,,,,
FMNH,252664,excelsior,,Large,m,13500f,,214,50.01,20.34,5.7,3.44,1.53,5.95,4.94,1.63,106.5471148,53.38696892,7.834817919,105.59,64.62,78.52,80.52,79.68,74.44,68.05,65.73,66.02,62.93,7.08,12.39,2.91,33.82,1.99,25.24,21.14,28.9,22.4,12.61,6.69,8.5,7.31,84.42,69.51,-0.823634903,0.927115005,0.207829214,Ecuador,Napo,,"Hacienda Antisana, 5 mi S Antisana Peak",,-0.481,-78.14,4115,7.160849577,1.856642828,-0.432492856,-1.642876465,0.743034235,,,exc-f252664,5.1,-20.6,14.2,46.6,3.3,,,,,,,,,,,
LSUMZ,71044,excelsior,,Large,M,,,236,51.41,20.49,5.19,2.91,1.16,5.75,4.33,1.22,93.75297876,39.58500991,4.445981923,117.37,70.49,87.23,88.92,88.22,86.74,82.24,74.62,69.87,68.24,8.83,13.15,2.73,33.34,1.72,26.51,19.71,28.72,21.63,13.37,6.85,8.55,6.92,87.88,80.02,-0.641416096,1.071002091,0.821704161,Ecuador,Pichincha Prov.,,"Volcan, S. Diego",Study Skin,,,0,6.826624259,2.124796808,-0.25762186,-0.961114887,-0.332401243,,,,,,,,,,,,,,,,,,,
LSUMZ,71045,excelsior,,Large,M,,,222,52.68,23.36,4.82,2.7,0.93,5.18,4.48,0.76,78.43802874,38.00070474,2.220477688,115.53,68.15,86.2,87.54,86.19,83.88,77.61,70.57,66.19,64.76,7.13,13.96,2.62,30.59,1.75,24.59,19.63,28.7,21.42,11.49,7.53,8.48,6.8,84.28,78.07,-0.698793247,0.897808245,1.148329313,Ecuador,Pichincha Prov.,,Volcan,Study Skin,,,0,6.101882339,1.434535143,0.063054426,-0.03008898,-0.773797813,,,,,,,,,,,,,,,,,,,
NMNH,35103,excelsior,,Large,Unknown,,,195,50.96,21.29,5.17,3.41,1.44,5.44,4.68,0.89,88.35666506,50.13604884,4.026265145,109.47,70.78,85.99,88.95,88.92,65.1,81.56,58.63,75.9,70.84,6.54,7.53,3.19,31.39,1.88,27.98,16.1,29.26,22.43,12.39,5.87,8.13,7.03,71.82,58.57,-0.730323064,0.628256096,-0.091117042,Ecuador,,,,Skin: Whole,,,,5.339438281,2.907644016,-0.500610397,-2.278522261,1.501524537,exc,NMNH,35103,3.832495000,-20.712280000,13.748776200,45.263950200,3.292216670,3.49591,exc,NMNH,35103,Exc N035103a,-103.876,5.519817,Exc N035103b,-98.948,4.1372806,-101.412
,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exc,NMNH,124457,5.070268400,-21.103325000,13.362987500,43.405173200,3.248163871,5.1384025,exc,NMNH,124457,Exc N124457a,-80.649,5.328306,Exc N124457b,-83.735,4.0710283,-82.192
,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exc,NMNH,236460,4.374083200,-21.223495000,13.851022200,45.621485500,3.293726979,3.12697,exc,NMNH,236460,,,,,,,
NMNH,236461,excelsior,,Large,Female,13000 ft,,198,49.91,17.8,5.19,3.19,1.16,5.78,5.24,1.26,94.24212474,52.51360616,4.591751822,107.68,64.82,81.23,82.51,78,71.05,64.67,62.33,60.59,57.94,7.99,11.28,3.11,32.12,2.06,25.14,17.74,27.63,20.66,10.34,5.76,7.21,6.25,82.07,69.89,-0.863113606,0.4344755,0.702582576,Ecuador,,,Pichincha,Skin: Whole,-0.147,-78.838,3962,4.505264512,1.48769497,0.520539275,-0.252726312,0.382822416,exc,NMNH,236461,5.679679800,-21.037330000,13.992968300,45.247911900,3.233617838,4.8877125,exc,NMNH,236461,Exc N236461a,-88.759,5.3572675,Exc N236461b,-88.932,4.1322091,-88.846
NMNH,256152,excelsior,,Large,Male,12700 ft,,214,52.18,22.97,5.67,3.42,1.36,5.81,4.86,1,103.4925443,52.21703981,4.272566009,123.15,49.52,75.46,86.46,88.51,85.78,78.27,69.58,64.06,60.94,7.37,11.19,2.51,33.33,1.96,25.43,18.15,30.04,20.69,11.45,6.77,8.88,6.38,90.62,75.45,-0.793250774,2.194192658,3.341407499,Colombia,Quindio,,"Santa Isabel, Par Val",Skin: Whole,4.717,-75.101,3871,6.743865497,1.456834444,-0.840842486,2.066510814,-1.795220758,exc,NMNH,256152,8.610041000,-20.596050000,13.990178800,45.206728200,3.231318831,5.1313075,exc,NMNH,256152,Exc N256152a,-85.683,8.0357893,,,,-85.683
NMNH,256153,excelsior,,Large,Female,12700 ft,,211,51.53,20.44,4.93,3.11,1.19,6.01,4.94,1.1,93.08319121,48.26554457,4.112344784,108.31,64.23,77.19,76.82,77.51,77.52,72.57,67.54,63.37,61.42,7.15,9.87,2.54,31.22,1.95,25.64,20.41,28.81,22.14,12.87,7.16,8.84,7.08,85.17,71.31,-0.825945155,1.0901616,0.316465808,Colombia,Quindio,,"Santa Isabel, Par Val",Skin: Whole,4.717,-75.101,3871,6.752119598,2.004244854,-0.602867731,-1.566432387,0.458608443,exc,NMNH,256153,8.582113800,-20.833435000,13.659779500,44.509640200,3.258444999,5.442305,exc,NMNH,256153,Exc N256153a,-86.35,5.4340797,Exc N256153b,-83.73,3.9569185,-85.040
NMNH,305187,excelsior,,Large,Male,,,211,50.69,19.33,5.02,3.12,1.32,5.84,5.43,0.82,92.10144351,53.2236061,3.400459888,120.25,64.41,79.54,80.29,79.89,73.58,58.23,54.96,52.2,49.08,8.02,10.3,3.05,32.71,2.04,22.45,17.84,26.24,22.25,10.78,6.17,7.31,5.85,88.76,73.54,-0.939769309,-0.154838312,2.050310038,Ecuador,,,"Mount Pichincha, Crater",Skin: Whole,-0.165,-78.588,4000,4.621691079,2.20132805,1.597301827,1.717196047,-0.934212261,,,,,,,,,,,,,,,,,,,
AMNH,779487,fuscus,,Small,male,,28.4,179,39.8,15.21,4.13,1.65,0.79,3.69,3.07,1.31,47.87692956,15.91373759,3.251234237,96.28,57.67,67.99,68.95,68.32,66.87,58.04,53.31,49.29,46.83,7.17,10.58,1.84,25.22,1.15,19.89,14.62,22.84,16.68,10.36,4.39,6.09,5.19,75.46,59.17,-1.092157113,0.38242604,1.199656262,Argentina,Entre Rios,,Gualeguay,Skin: Whole,-33.151,59.334,13,-2.465916049,1.365933072,0.189338999,-0.096623563,-0.310600928,fus,AMNH,779487,4.241066400,-22.278851300,13.868024200,45.468678400,3.278670252,3.616647238,fus,AMNH,779487,fus-A779487a,-74.8,5.10,fus-a779487b,-85.5,5.07,-80.147
AMNH,779488,fuscus,,Small,male,,31.3,201,39.76,13.19,4.23,1.72,0.82,4.17,2.87,1.06,55.41486698,15.50815798,2.730672335,105.45,61.96,75.38,75.9,74.96,70.96,60.32,53.52,48.72,48.16,7.62,11.87,1.75,25.48,1.54,21.99,16.43,23.42,16.02,10.92,5.26,6.3,4.97,74.89,64.4,-1.002267442,-0.061088192,2.099246992,Argentina,Entre Rios,,Gualeguay,Skin: Whole,-33.151,59.334,13,-1.891538624,2.974135383,0.846493807,0.885471347,-0.645786723,fus,AMNH,779488,5.817326400,-21.814492400,13.781996700,44.978940700,3.263601181,4.829857571,fus,AMNH,779488,fus-A779488a,-79.7,5.52,fus-a779488b,-81.6,5.01,-80.637
AMNH,779489,fuscus,,Small,male,,29.3,186,38.9,15.43,3.51,1.69,0.86,3.3,2.9,1.12,36.38906771,15.3969456,3.025982044,95.3,55.57,66.21,66.56,65.98,64.47,56.64,52.15,48.15,46.01,6.68,10.05,1.83,27.05,1.65,20.57,15.71,24,16.23,10.04,4.6,5.75,4.51,69.51,60.03,-1.140104144,0.436543675,1.119934312,Argentina,Entre Rios,,Gualeguay,,-33.151,59.334,13,-2.631648946,1.126496527,0.118774072,0.020465658,0.223409451,fus,AMNH,749489,2.777896800,-22.180261300,13.887987600,45.466096100,3.273771363,2.351101184,fus,AMNH,749489,fus-A749489a,-80.5,5.68,fus-a749489b,-85.6,4.78,-83.088
AMNH,779490,fuscus,,Small,male,,31.3,189,37.64,16.45,4.54,1.73,0.74,3.98,2.93,0.84,56.76606598,15.924419,1.952813993,102.44,55.38,70.46,70.68,68.16,59.1,53.15,49.6,47.85,45.64,7.1,10.44,1.65,24.9,1.51,21.21,16.3,24.67,16.23,10.78,4.78,7.01,4.77,73.05,62.56,-1.150595324,0.025729068,1.41111692,Argentina,Entre Rios,,Sta Elena,,-30.951,59.801,43,-1.799144574,2.46358817,0.514102189,0.164243984,-0.217149619,fus,AMNH,779490,4.209040800,-22.123079100,13.237234600,45.001249700,3.399595993,5.032954744,fus,AMNH,779490,fus-A779490a,-61.7,5.60,fus-a779490b,-68.1,4.77,-64.914
AMNH,779491,fuscus,,Small,female,,26.2,183,39.74,14.53,3.74,1.64,0.69,3.44,2.71,0.94,40.41847444,13.96249439,2.037636995,97.64,55.8,67.77,68.61,66.74,64.71,56.71,51.62,47.21,45.05,6.52,10.61,1.65,24.71,1.63,20.25,14.53,22,15.92,10.19,5.04,5.95,5.18,67.51,59.95,-1.13161727,0.293908767,1.483415869,Argentina,Entre Rios,,Sta Elena,,-30.951,59.801,43,-3.032876614,1.789045059,0.240594708,0.266905994,0.050841697,fus,AMNH,779491,7.045308000,-21.733648600,13.824699400,45.608102600,3.299030328,2.186485958,fus,AMNH,779491,fus-A779491a,-71.9,5.59,fus-a779491b,-80.4,4.91,-76.136
AMNH,779492,fuscus,,Small,female,,27.1,181,39.5,14.82,4.35,1.76,1.04,3.69,2.55,0.94,50.42727448,14.09946783,3.071220978,94.82,56.49,69.35,69.22,68.14,61.69,57.38,52.24,49.18,47.42,6.49,11.21,1.87,24.71,1.46,20.27,15.51,22.29,15.7,9.67,4.81,6.26,4.36,67.68,55.09,-1.114539264,0.293878659,1.109509291,Argentina,Entre Rios,,Sta Elena,,-30.951,59.801,43,-3.099135981,1.430422384,0.129270799,-0.164343144,0.200842197,fus,AMNH,779492,6.934219200,-19.817059000,14.140560800,45.386833500,3.209691196,4.904156425,fus,AMNH,779492,fus-A779492a,-63.0,5.57,fus-a779492b,-71.0,5.07,-66.972
AMNH,779493,fuscus,,Small,female,,30.3,198,40.36,14.07,3.93,1.71,0.8,3.58,3.01,1,44.20032368,16.17009155,2.513274123,98.22,52.21,68.61,69.59,69.91,67.27,58.25,53.18,49.05,45.46,6.12,10.33,1.64,24.51,1.37,20.71,14.68,22.06,15.08,9.51,5.19,5.66,5.26,73.37,63.39,-1.104498362,0.698981567,2.047675576,Argentina,Entre Rios,,Gualeguay,,-33.151,59.334,13,-2.789028098,1.286681474,0.121604076,0.919113113,-0.798445671,fus,AMNH,779493,6.798110400,-21.591679000,13.541777600,44.787564200,3.307362262,5.835271531,fus,AMNH,779493,fus-A779493a,-85.3,5.32,fus-a779493b,-97.2,4.96,-91.236
FMNH,53884,fuscus,,Small,m,,,192,41.93,13.5,4.33,1.89,1.29,3.7,2.64,1.25,50.3314559,15.6752907,5.065818154,99.15,60.35,72.31,71.74,69.07,60.74,55.14,50.45,48.49,46.89,7.14,11.59,1.74,26.7,1.49,20.33,14.06,21.83,17.4,10.53,4.4,5.61,5.63,71.18,57.09,-1.103347058,-0.202638964,1.061546204,Chile,,,,,,,,-2.689645553,2.086877651,0.719317272,-0.159062693,0.322817689,,,,,,,,,,,,,,,,,,,
FMNH,56812,fuscus,,Small,f,3100f,,179,37.53,12.59,3.83,1.83,0.89,4.32,3.35,1.36,51.97953541,19.25953376,3.802583748,95.95,58.76,69.25,69.48,68.51,66.99,59.2,52.55,49.93,47.7,6.95,10.47,1.54,24.94,1.18,20.05,16.27,25.35,16.76,10.52,5.04,6.26,5.18,65.91,54.67,-1.078589827,0.311741778,1.155791573,Argentina,Rio Negro,,Estancia Huanu-luan,,,,945,-2.561067702,2.055586382,-0.187618518,-0.611893221,0.174716882,,,,,,,,,,,,,,,,,,,
FMNH,57981,fuscus,,Small,f,,,177,39.51,12.6,4.35,1.52,0.66,3.57,2.83,0.9,48.78736311,13.51387496,1.866106036,90.52,57.12,68.64,68.48,68.26,66.12,58.19,53.02,49.98,48.07,6.25,10.33,1.78,23.21,1.18,17.25,14.67,23.53,15.39,8.86,4.38,5.49,4.53,70.9,60.34,-1.093646012,0.422627754,1.131950893,Argentina,Tucuman,,Concepcion,,-27.342,65.594,374,-3.893190489,0.128630965,0.25306119,0.32418045,-0.375353889,,,,,,,,,,,,,,,,,,,
FMNH,58460,fuscus,,Small,m,,,190,39.04,13.13,3.87,1.77,1.07,3.97,3.13,1.23,48.26711537,17.40473746,4.134650091,97.98,61.68,75.42,76.72,75.37,73.42,62.95,57.38,55.11,52.44,6.99,9.96,2,23.72,1.43,18.36,16.46,25.09,15.94,9.54,5.19,5.74,3.96,74.29,61.82,-0.945091914,0.436944849,1.388378039,Argentina,Tucuman,,Concepcion,,-27.342,65.594,374,-2.747717673,0.643389616,0.387670112,0.577459974,-0.48756199,,,,,,,,,,,,,,,,,,,
FMNH,61181,fuscus,,Small,m,,,185,39.06,12.88,4.06,1.63,0.87,3.82,2.86,0.7,48.72358878,14.64547663,1.913229926,98.59,63.88,76.61,75.96,75.15,74.59,66.78,59.7,56.71,55,6.89,9.93,1.89,21.52,1.42,18.91,15.34,21.91,15.54,8.97,5.39,6.42,5.01,66.73,59.39,-0.908705912,0.521465418,0.977316301,Chile,Atacama,,Caldera,,-27.05,70.817,20,-3.219006872,0.760435334,-0.047607537,-0.186782533,0.100682877,,,,,,,,,,,,,,,,,,,
FMNH,61182,fuscus,,Small,f,,,196,41.46,13,4.15,1.67,0.93,3.72,3,1.1,48.49990739,15.73937919,3.213849285,94.18,59.72,71.51,72.28,71.69,69.98,62.73,57.29,53.81,52.11,6.27,9.82,1.84,24.03,1.36,19.18,16.43,20.79,15.28,9.67,4.78,5.8,4.77,75.53,62.42,-0.999272203,0.596180564,0.984750202,Chile,Concepcion,,Concepcion,,-36.8,73.017,22,-2.819075996,0.489989442,0.110114203,-0.089242526,-0.202512471,,,,,,,,,,,,,,,,,,,
FMNH,61184,fuscus,,Small,m,,,177,37.55,11.86,3.55,1.54,1,3.67,2.69,1.11,40.93023989,13.01436173,3.487167845,97.96,61.92,71.37,71.63,70.71,68.87,61.28,54.57,50.44,47.88,6.42,9.72,1.71,24.24,1.28,18.61,16.25,22.87,15.05,9.68,5.65,5.99,4.92,71.19,62.42,-1.027640621,0.203122202,1.123897825,Chile,Aisen,,Seccion Nireguao,,-45.181,71.816,557,-3.135286685,1.097941453,0.344110254,-0.025919087,-0.28080938,,,,,,,,,,,,,,,,,,,
FMNH,61185,fuscus,,Small,f,,,164,37.23,11.98,4.46,1.82,0.7,3.74,3,1.11,52.4030221,17.15309589,2.441017492,89.93,58.24,67.02,67.62,66.15,63.96,57.65,51.48,48.19,46.92,6.52,11.38,1.74,24.35,1.13,19.41,14.32,22.28,15.6,9.85,4.86,6.08,5,66.45,53.36,-1.124828731,0.234341652,0.952218174,Chile,Aisen,,Seccion Nireguao,,-45.181,71.816,557,-3.611832587,1.610568343,-0.053930893,-0.654107356,0.253613269,,,,,,,,,,,,,,,,,,,
FMNH,61186,fuscus,,Small,f,,,169,36.8,11.56,3.78,1.69,0.82,3.5,3,1.03,41.56327081,15.92787475,2.653389155,93.46,58,68.83,66.59,59.33,54.24,50.73,49.12,47.65,45.02,6.83,10.6,1.71,27.23,1.18,18.32,13.98,20.46,15.55,9.47,4.96,5.5,4.71,72.66,62.93,-1.212759451,-0.199589425,-0.156486864,Chile,Aisen,,Seccion Nireguao,,-45.181,71.816,557,-3.700468388,0.413381999,0.58897244,-1.197647808,0.456369522,,,,,,,,,,,,,,,,,,,
FMNH,61187,fuscus,,Small,m,,,179,36.5,12.78,4.37,1.98,1.08,3.61,2.94,1.14,49.56082323,18.28783916,3.867928875,97.12,62.21,73.16,72.81,71.09,68.3,60.27,53.76,49.91,48.64,6.9,11.65,1.65,25.32,1.4,19.12,16.84,22.03,15.86,9.41,4.75,5.61,4.84,69.42,60.17,-1.027485042,0.048081136,1.286836742,Chile,Aisen,,Seccion Nireguao,,-45.181,71.816,557,-3.274996007,1.394979577,0.488038207,0.191236802,-0.068045663,,,,,,,,,,,,,,,,,,,
FMNH,61188,fuscus,,Small,f,,,150,37.47,12.57,4.51,1.66,0.96,3.99,2.99,1.2,56.53264564,15.59298098,3.619114737,90.14,54.5,65.29,66.54,65.84,64.15,57.33,52.16,48.79,46.92,7.14,10.95,1.64,22.04,1.12,19.78,15.09,22.67,15.66,9.16,5.13,5.97,4.36,63.21,54.59,-1.143258436,0.573838113,1.118806888,Chile,Concepcion,,Hacienda Haulpencillo,,-36.783,73.083,15,-3.845658623,1.186113772,-0.311466662,-0.459490327,0.035517521,,,,,,,,,,,,,,,,,,,
FMNH,61189,fuscus,,Small,f,,,178,38.83,14.02,4.04,2.22,1.08,3.82,3.23,0.93,48.4835711,22.52710428,3.155415661,97.73,58.46,71.58,71.54,70.57,68.72,60.1,53.71,49.68,47.72,6.51,11.28,1.72,25.3,1.46,18.96,14.94,22.59,15.83,10.29,4.57,6.09,4.95,68.26,58.22,-1.050286616,0.309255617,1.584483914,Chile,Concepcion,,"Concepcion, near coast",,-36.8,73.017,22,-2.949789502,1.716785572,0.185000796,0.307928435,-0.085532556,,,,,,,,,,,,,,,,,,,
FMNH,61190,fuscus,,Small,m,,,172,37.9,13.96,4.27,1.57,0.76,3.68,2.76,0.95,49.36573032,13.61314929,2.268229896,97.57,60.87,72.67,73.13,71.45,69.53,60.88,54.72,51.46,48.55,6.69,10.82,1.9,23.71,1.38,18.44,14.73,21.73,14.8,8.73,4.33,5.6,5.08,66.26,54.88,-1.016133185,0.262418519,1.287073585,Chile,Concepcion,,Hacienda Haulpencillo,,-36.783,73.083,15,-4.041032047,0.884155103,0.235068765,0.261802444,0.079122494,,,,,,,,,,,,,,,,,,,
FMNH,61192,fuscus,,Small,f,3800f,,166,37.67,12.37,3.41,1.53,0.77,3.57,2.74,1.09,38.24480649,13.17018472,2.636738714,92.95,55.09,67.67,68.14,67.44,66.1,58.36,53.43,50.65,48.61,7.22,10.87,2.1,26.46,1.21,17.13,15.08,22.25,14.17,8.78,4.18,4.93,4.24,70.04,56.78,-1.102527724,0.627196268,1.150308656,Chile,Malleco,,Laguna Gualletue,,-38.667,71.283,1158,-4.351232146,-0.313053038,-0.01013574,0.246380295,-0.162460772,,,,,,,,,,,,,,,,,,,
FMNH,61193,fuscus,,Small,f,3800f,,158,37.99,12.6,3.83,1.48,0.55,3.68,2.86,1.31,44.2788635,13.29773338,2.263517507,93.23,56.87,69.23,69.84,69.28,67.15,60.35,54.66,51.21,48.55,6.9,9.18,1.65,22.82,1.16,18.91,15.04,22.13,15.16,10.01,5.05,6.17,5.03,66.93,58.28,-1.064779263,0.574890681,1.182500782,Chile,Malleco,,Laguna Gualletue,,-38.667,71.283,1158,-3.562710565,1.235642709,-0.24384314,-0.353470375,-0.101790308,,,,,,,,,,,,,,,,,,,
